identificador;casado_por;tipo_id;nome_sistema;classe_sistema;classe_base2;status;ativo_canonico_id
BRHRTUDBS095;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a0f08265-d0c5-47a3-bb93-a47a2eaa3187
BRLIGHDBS181;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;bf754a42-8924-420a-9d02-88899454a3d6
BRNEOEDBS054;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;3b33013a-35ff-4bdd-afba-4bb7c7760154
BRVERODBS067;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;3c9bcb2c-b341-48ef-b6ae-40a66eb58948
BRPEJADBS040;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;a504a047-e9fe-4369-9614-32cd8781c7d5
BRCSNADBS0M5;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;40745c84-e1d1-48f8-aa0c-08746364d545
BRARTRDBS0F7;;ISIN;Debênture;RF - Prefixado;;SEM_COBERTURA_BASE2;b5c16675-8fed-4dd7-8445-ef6bb8730348
BRKRSADBS010;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;40df37af-250c-4422-9edd-eb8465fea296
BRSIMHDBS036;;ISIN;Debênture;RF - Pós-fixado;;SEM_COBERTURA_BASE2;af8c2e97-a1b4-401e-8712-3155515fb358
BRENATDBS002;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;4238fc51-1ec8-4e66-af56-4e4a97c43c11
BRRAILDBS076;;ISIN;Debênture;RF - Inflação;;SEM_COBERTURA_BASE2;42a56bae-d89c-411c-9723-af0548c7c6ea
17251743000137;;CNPJ;EMPIRICA LOTUS FICFIM CrPr;Multimercado;;SEM_COBERTURA_BASE2;a3c863a5-e6f7-4735-b480-56a676ad4aaf
63700460000142;;CNPJ;ENERGIA REAL FII;FII-FIAgro;;SEM_COBERTURA_BASE2;1b875921-3fd4-45a7-b47a-3ad5266fb45f
BRENGICDAM16;;ISIN;ENERGISA    UNT     N2;Renda Variável;;SEM_COBERTURA_BASE2;41aee919-65ed-42b6-ad4a-66f16c2816dc
BRAUROCTF001;;ISIN;ETF BV AURO CI;Renda Variável;;SEM_COBERTURA_BASE2;7299c16e-8bcf-4ce6-bc42-329c1c7d5503
BRIWMICTF003;;ISIN;ETF BV IWMI CI;Renda Variável;;SEM_COBERTURA_BASE2;36ba7d64-7ce3-41f8-9dfb-074a04cce0c5
BRFGAACTF004;;ISIN;FIAGRO FGA  CI  ER;Renda Variável;;SEM_COBERTURA_BASE2;ba888ed7-d03a-439c-9241-4163827908dd
BRBODICTF004;;ISIN;FIC FI BODI CI  ER;Renda Variável;;SEM_COBERTURA_BASE2;360eccea-7091-41c7-a564-37b3d96e74de
BRALZRCTF006;;ISIN;FII ALIANZA CI;Renda Variável;;SEM_COBERTURA_BASE2;0c27830c-7cbd-4f49-8607-3110c5202bf8
BRBPMLCTF006;;ISIN;FII BTG SHOPCI;Renda Variável;;SEM_COBERTURA_BASE2;3ff3d487-2313-4a1d-b018-248102f37aab
BRBTLGR28M16;;ISIN;FII BTLG    REC;Renda Variável;;SEM_COBERTURA_BASE2;b0e36dbb-fc0f-4b06-ab51-18e6346763ba
BRCPLGCTF006;;ISIN;FII CPLG    CI  ER;Renda Variável;;SEM_COBERTURA_BASE2;fdb54c78-81d5-4cfe-8c1b-846760a320b9
BREXESCTF006;;ISIN;FII EXES    CI;Renda Variável;;SEM_COBERTURA_BASE2;180eb806-834d-4d2a-9913-1c8186c5f98e
BRGZITCTF005;;ISIN;FII GAZIT   CI;Renda Variável;;SEM_COBERTURA_BASE2;0a48f4ff-a636-4a4b-936c-021541e736ee
BRHGRUD05M14;;ISIN;FII HGRU PAXDM  128,87;Renda Variável;;SEM_COBERTURA_BASE2;d6501e56-123c-4782-8bec-fef0f475d7b7
BRJSAFCTF000;;ISIN;FII JS A FINCI  ER;Renda Variável;;SEM_COBERTURA_BASE2;273e4903-e793-4cc4-84ae-100587a68748
62173916000109;;CNPJ;FII LOTUS TOWER FII RESP LIMITADA;FII-FIAgro;;SEM_COBERTURA_BASE2;b570ba80-ffbd-4653-8eba-5964a31510fb
BRPATLCTF003;;ISIN;FII PATL VBICI;Renda Variável;;SEM_COBERTURA_BASE2;3044d6b8-68e8-4bdc-bb2c-1cbd874b2663
BRPCIPCTF003;;ISIN;FII PCIP PAXCI;Renda Variável;;SEM_COBERTURA_BASE2;5184d1f4-2502-4783-ac5d-fac917f76dfa
BRPLAGCTF000;;ISIN;FII PLAG    CI  ER;Renda Variável;;SEM_COBERTURA_BASE2;cfc9496c-583a-400e-9d41-d5fd427f2da9
BRPMLLCTF005;;ISIN;FII PMLL PAXCI  ER;Renda Variável;;SEM_COBERTURA_BASE2;e3d8b869-343d-498e-964d-79f6d335322a
BRRECRD07M14;;ISIN;FII REC RECEDM   89,00;Renda Variável;;SEM_COBERTURA_BASE2;93c5ddcd-f0c5-4d49-91b0-47871e9dea0a
56053824000184;;CNPJ;FII RIO BRAVO HEDGE FUND RESP LTDA;FII-FIAgro;;SEM_COBERTURA_BASE2;fc05c097-576e-4e22-8bca-2dbb05884ac2
BRSNCICTF002;;ISIN;FII SUNO CRICI;Renda Variável;;SEM_COBERTURA_BASE2;6fac0732-e456-4da5-a676-69e24708f013
BRTEPPCTF006;;ISIN;FII TEL PROPCI  ER;Renda Variável;;SEM_COBERTURA_BASE2;68f36b66-3892-452f-a6d3-bd14165323c9
BRTEPPD02M14;;ISIN;FII TEL PROPDM    9,71;Renda Variável;;SEM_COBERTURA_BASE2;8b59f2c9-1042-4904-882d-125de368d752
BRBDRIBDR008;;ISIN;GX AEVEHICLEDRE;Renda Variável;;SEM_COBERTURA_BASE2;940fc042-54af-4d5d-8b03-2bf561b0d776
BRBGNOBDR008;;ISIN;GX GENOMBIOTDRE;Renda Variável;;SEM_COBERTURA_BASE2;73250786-06e4-4998-999e-a85e94c1341d
BRBURABDR009;;ISIN;GX URANIUM  DRE;Renda Variável;;SEM_COBERTURA_BASE2;39b335be-3f4b-44ce-a0b9-9d8e330a5b64
47612274000103;;CNPJ;HASHDEX CRYPTO DINÂMICO LB FICFIM;Multimercado;;SEM_COBERTURA_BASE2;4b18048b-d16c-4d1d-9d4b-39a1ab57a87d
29720571000182;;CNPJ;HECTARE REAL ESTATE FICFIM CrPr;Multimercado;;SEM_COBERTURA_BASE2;6e8c56fb-0f85-4020-8bd7-ab0e057fc1dc
57170846000197;;CNPJ;HSI CRÉDITO ESTRUTURADO FII RESP LTDA;FII-FIAgro;;SEM_COBERTURA_BASE2;81047760-62c6-46fe-8081-b6b8193c073a
BRALUGCTF000;;ISIN;INVESTO ALUGCI;Renda Variável;;SEM_COBERTURA_BASE2;c9fca178-04c6-45b0-82ac-e5e6f48f0fcd
BRBIZDCTF000;;ISIN;INVESTO BIZDCI;Renda Variável;;SEM_COBERTURA_BASE2;52ff666e-99dd-4980-a06c-f3cca84c1519
BRBNDXCTF005;;ISIN;INVESTO BNDXCI;Renda Variável;;SEM_COBERTURA_BASE2;effb5387-9d45-44a1-bb6f-ef608b4c7249
BRCHIPCTF000;;ISIN;INVESTO CHIPCI;Renda Variável;;SEM_COBERTURA_BASE2;63403f7f-6196-4879-9f75-f02f16a6fae4
BRHODLCTF005;;ISIN;INVESTO HODLCI;Renda Variável;;SEM_COBERTURA_BASE2;0a02c2ac-4860-4ba8-8bdb-75b7985e2b46
BRJOGOCTF008;;ISIN;INVESTO JOGOCI;Renda Variável;;SEM_COBERTURA_BASE2;04b0a019-1870-4d05-adfd-62bc40c475e1
BRLFTSCTF006;;ISIN;INVESTO LFTSF11;Renda Variável;;SEM_COBERTURA_BASE2;332448ee-e926-497b-a455-216fe68ca885
BRARGECTF001;;ISIN;INVESTOARGE CI;Renda Variável;;SEM_COBERTURA_BASE2;89db707d-f0e7-465b-babb-31ceb8723c1d
29544764000120;;CNPJ;IP PARTICIPACOES FICFIA BDR NIVEL I;Multimercado;;SEM_COBERTURA_BASE2;08104fd6-daae-47ca-8e1d-b29c32445464
BRIDKACTF004;;ISIN;IT NOW PRE 3F11;Renda Variável;;SEM_COBERTURA_BASE2;54c3283b-78fc-41f8-854b-8aae94e07d97
BRSMACCTF001;;ISIN;IT NOW SMALLCI;Renda Variável;;SEM_COBERTURA_BASE2;76d9a306-ed7f-41a0-a3b4-56d2223033cd
BRSPXICTF003;;ISIN;IT NOW SPXI CI;Renda Variável;;SEM_COBERTURA_BASE2;8736208a-c1ee-4400-9521-dd07834dbecf
52285727000166;;CNPJ;Itau Janeiro Dist FICFIM RL;Multimercado;;SEM_COBERTURA_BASE2;c5f5db21-85ae-4d0d-8499-7e8acb2ae440
31120420000135;;CNPJ;Journey Endurance Debent Inc FIRF CrPr;Multimercado;;SEM_COBERTURA_BASE2;8dfa1717-ed7e-4bac-b779-eef47f8f3a95
38221267000181;;CNPJ;KP CrPr 35 FICFIM;Multimercado;;SEM_COBERTURA_BASE2;08eda330-0756-4c9c-9e3e-1f98512731e5
28903657000188;;CNPJ;KP CrPr FICFIM;Multimercado;;SEM_COBERTURA_BASE2;e723baa9-c80b-4dd8-9d60-a479f6597225
25F08576117;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;f88e2ca2-6602-4922-b1d5-1c0ca0bc6f18
25L00455466;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ef940ab9-4559-4e2f-9811-47917a7d17a8
26D06466073;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ab4d4e59-1061-4041-b017-77346b529b9c
25K00082462;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ab862591-22cc-47bd-90b8-fc8df1c13320
24L02620848;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;ad7e3dc7-15fb-4391-be05-ffc660fb68bd
25B02782755;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;463313b8-895b-4dcf-86a3-22644723a9ec
25E03736791;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;00637ec1-acb4-4e10-b988-067961231fd7
24I02545906;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;4a599493-b8a9-4826-85d9-59bff6ddf76f
25G02464662;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;b9cd07ea-d2b6-4fc7-b629-1714c433e7e6
25G02486927;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;6a3e4feb-688e-43a4-a573-3ce2d8f3f04f
25D02233759;;ISIN;LCA;RF - Inflação;;SEM_COBERTURA_BASE2;4f87a56a-9500-4f9e-855e-9e2562222e49
25L02531080;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;37dd53f0-bbf3-4eb9-a5cb-32d3cee53055
25G03461678;;ISIN;LCA;RF - Inflação;;SEM_COBERTURA_BASE2;bfcce0b5-619b-4f63-8d26-838dbecbcca7
25E02669631;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;51490a66-ba04-4510-994f-d0413abcb3c8
25K00081498;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a0b41c3d-d10f-450c-9aa3-d71c06efffed
25C03388028;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;fa7fee66-c23c-4d0f-9ab6-dafbb3868aa3
24K01903023;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;0790971d-1b4c-4656-bc77-d02d5e88ccdc
25G03336924;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;7526ad5a-c2af-45d6-9c4d-6cf096b6be7e
BRABCBAGKYN2;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;335fc67f-ded8-4b7d-b517-6847c6572bcb
26D04965761;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;32bbe73d-a2fc-44ff-a8af-5017856c339e
25G03387370;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;9b9f7442-9391-45e1-b50e-25ec2834dc77
24K02593641;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;098fe428-982c-41de-8b86-00e4dd0eb0b3
25E03344756;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;c91aa23d-6160-49f0-a96e-c4362db5363a
BRCPRTAG0058;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;98f8e83a-4dd8-4275-bab4-ff24d03118c9
25I02044763;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;98a39d2f-dda4-423b-b524-7b019e51774b
25E01935286;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;cb95c58d-e6e7-4ade-bff5-5dfd9a5c8438
25E02671673;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;57a76a40-3e14-484e-a74a-cf531d5fea6c
25K03664863;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;95ed877e-f2f5-4b31-84ed-3f9ac6003ad8
25L02522948;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;69444fef-8f99-46aa-8544-7f3bac1980f2
25G02777682;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;cea1e643-1981-4d5a-a562-dcd7693343e9
25B02303652;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ceae769e-eae2-4443-9cdb-76de3104261f
25F04922302;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;948834be-2da4-452c-8647-315342b8335e
25I04005403;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;0bc6407e-e83e-4921-bd84-8cb080640cf1
24J03447637;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;59317534-c3f5-4725-8ed7-d555bff6c7e0
25E04162924;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;0c314d81-ca3e-4518-a504-1f6b6fce532f
25E03347499;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;8eb29a13-a41d-43e5-8951-b4a97f9cd1dd
25E02202047;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;2795e176-1d65-4e2f-ae0d-49f8c5a020b9
25L00150483;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;d69cc74b-9243-4889-9230-75c316bf01d0
25H03630446;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;0ccbae5f-563d-46d7-bfe6-f09007ff26cb
26D04955699;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;0f6266ec-cbe2-4629-898f-57e6f3fce78d
25E04005976;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;dc72e24c-f958-4fd2-ae24-9ab9572854cd
26B03897884;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;dca4b2e2-d95e-4875-9fb5-aae6f4c334b7
25B02386293;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;df3a07f4-3d35-46a2-961c-06099d6269ee
25E03895524;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;8ac978f8-bd98-45ba-b3aa-2c7b627cde3d
25B03316567;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;22ad452f-bba7-4a57-837e-b834ebca3754
25C03388022;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;66fffe69-489c-4305-a92a-63063b9d581f
26E04774736;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;8a568618-ccea-474e-b5e2-ed2c1f6680a5
24I02490613;;ISIN;LCA;RF - Inflação;;SEM_COBERTURA_BASE2;89f406ed-0184-4850-998d-eb9e40d17cf5
25I04622604;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;77b795c6-e9b1-4289-b8d7-a015febfb303
25H03370465;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7883d3cd-704b-415e-9545-6e4c74ef6aad
25G00682525;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7a246458-3de1-4878-9e3a-58bb829b9f8f
25F08539417;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e4556830-b71d-4830-b560-abf86da6d56e
25E02051522;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;5fdded72-9e5a-4fff-8711-b5a2d22f5790
22I01515266;;ISIN;LCA;RF - Prefixado;;SEM_COBERTURA_BASE2;8193addd-a9d0-4e59-8021-033eb83158e2
25G05682765;;ISIN;LCA;RF - Inflação;;SEM_COBERTURA_BASE2;194c427c-3040-4dc2-a32f-cffb53902c74
25F08483295;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;7dc33628-3883-48b2-be66-8ab28e35eab1
25L02726558;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ebe5634d-de43-44a4-bdee-e8261d96f27c
25E02183720;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;176b36a3-341f-4477-9fdc-f04cf3391273
25G02683717;;ISIN;LCA;RF - Pós-fixado;;SEM_COBERTURA_BASE2;649be960-ecc3-46a4-a91b-23bec5b4c3c0
25C04008331;;ISIN;LCD;RF - Pós-fixado;;SEM_COBERTURA_BASE2;9c075b31-4a9f-42db-8c57-683caf541958
24L01568469;;ISIN;LCD;RF - Pós-fixado;;SEM_COBERTURA_BASE2;0e7ccad1-d253-4dae-a660-9c0b3e218ed8
23L02044977;;ISIN;LCI;RF - Inflação;;SEM_COBERTURA_BASE2;41a98d7e-feca-4e7c-959e-e5941e9ddd16
25H00073713;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;9b6d97aa-395e-4d94-bbc9-6c195365833b
25D02279183;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;41882b50-9a6c-4743-a01b-236484c297f2
23L01805720;;ISIN;LCI;RF - Inflação;;SEM_COBERTURA_BASE2;ee997775-28e4-49f6-a862-c7b37b83069b
24L02721008;;ISIN;LCI;RF - Prefixado;;SEM_COBERTURA_BASE2;c2cff040-910c-4356-98c1-a4894bbd80ef
24K01371553;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;9fd3c415-22bc-461f-8230-6b2e690ada1f
25G05682918;;ISIN;LCI;RF - Prefixado;;SEM_COBERTURA_BASE2;f9cfa942-30f1-43a5-b26e-f7f1440d7900
25C03131344;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;51000288-f0e8-4069-b205-5978969f91c4
24G02179170;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;a0f406e8-6257-4453-8b70-0d5163a43a5c
23J02083201;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;03fb8bf1-ac1d-4c96-a88d-8d42686abb1f
23L02044389;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;3fe5d830-bc89-45b3-98f2-c03800860367
25J03042246;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;b75fe234-de26-4b9e-9548-20ae38795f48
25E01791090;;ISIN;LCI;RF - Pós-fixado;;SEM_COBERTURA_BASE2;00add9a3-e474-4d33-a877-b8a0f2cf0bc0
25F02010713;;ISIN;LCI;RF - Inflação;;SEM_COBERTURA_BASE2;0c833460-9926-4dcf-a2b9-9ce0fd040851
LF002100BVN;;ISIN;LF;RF - Inflação;;SEM_COBERTURA_BASE2;5fd3732c-725c-4a82-a4ab-f3de6f34bef9
LF0024007AX;;ISIN;LF;RF - Pós-fixado;;SEM_COBERTURA_BASE2;f1a07776-0325-4173-b4f1-3b5dd3fc9ecc
null;;null;LF;RF - Inflação;;SEM_COBERTURA_BASE2;e845128f-c405-4723-9e5e-4e526f079daa
LF002500MOP;;ISIN;LF;RF - Prefixado;;SEM_COBERTURA_BASE2;8eb44e58-261b-4896-961d-5c55723a68b7
LF0024007NX;;ISIN;LF;RF - Pós-fixado;;SEM_COBERTURA_BASE2;3d21228d-288f-464a-8898-65147b895cf2
LF002500EJS;;ISIN;LF;RF - Pós-fixado;;SEM_COBERTURA_BASE2;62280681-71fb-426f-96bc-e15644e53a41
LF002500MJE;;ISIN;LF;RF - Prefixado;;SEM_COBERTURA_BASE2;abda99b1-55da-4b88-9ad7-ac6114aeee15
LF002500D90;;ISIN;LF;RF - Inflação;;SEM_COBERTURA_BASE2;f48200ba-b8aa-4370-8729-5bf2c6fc15b4
LF002500H01;;ISIN;LF;RF - Prefixado;;SEM_COBERTURA_BASE2;895ece3d-1760-44a8-a2e4-b338303456dd
LF0024006ZO;;ISIN;LF;RF - Pós-fixado;;SEM_COBERTURA_BASE2;836804aa-7747-45f5-8601-c6dc30edecd4
LF002400U83;;ISIN;LF;RF - Pós-fixado;;SEM_COBERTURA_BASE2;ee0987dd-690d-4e3b-a632-c49e426d85d9
LF002500FWZ;;ISIN;LF;RF - Inflação;;SEM_COBERTURA_BASE2;1cf9244a-daa6-4483-85b8-a18e351ea371
BRBBDCLFC340 | LF002;;ISIN;LF - BANCO BRADESCO S/A;RF - Inflação;;SEM_COBERTURA_BASE2;4b9a5abb-6f8e-4270-a10f-5a995eeabc51
LF0021007RJ;;ISIN;LF - BANCO VOTORANTIM S/A;RF - Inflação;;SEM_COBERTURA_BASE2;477748b8-f724-4466-8b14-708c20ac416a
LF0021005FU;;ISIN;LF PRE - BANCO DAYCOVAL S/A.;RF - Pós-fixado;;SEM_COBERTURA_BASE2;b0fa5024-4f62-4c06-87ff-494bac8f32c6
BRBMGBLFI794;;ISIN;LFSN;RF - Pós-fixado;;SEM_COBERTURA_BASE2;e2433171-7e8d-4996-8e80-bdb13f2ec8e9
LFSN24009KK;;ISIN;LFSN;RF - Pós-fixado;;SEM_COBERTURA_BASE2;28ea133c-8c46-4a83-8fb8-36a283c645c4
BRSTNCLF1RX0;;ISIN;LFT;RF - Pós-fixado;;SEM_COBERTURA_BASE2;1d4e3448-b8e7-46c7-b89b-cd4a2ed73cbc
BRSTNCLF1RO9;;ISIN;LFT;RF - Pós-fixado;;SEM_COBERTURA_BASE2;8c425297-e106-4103-9a85-999fef3b03ba
BRSTNCLF1RF7;;ISIN;LFT;RF - Pós-fixado;;SEM_COBERTURA_BASE2;b79953e5-1d78-425a-94d6-8fdca3b24201
BRSTNCLF1RL5;;ISIN;LFT;RF - Pós-fixado;;SEM_COBERTURA_BASE2;23a77238-e643-4cbc-8eae-51f2f6a86b9c
45274408000190;;CNPJ;LIBRA FIC FIDC CrPr;Multimercado;;SEM_COBERTURA_BASE2;8d8cd4bc-7164-4799-abe7-5b0da7abbb8e
BRLOGGACNOR7;;ISIN;LOG COM PROPON      NM;Renda Variável;;SEM_COBERTURA_BASE2;a39117ba-e1ad-4ba8-9df1-d98518b51829
62855536000146;;CNPJ;LOTUS TOWER II FII RESPONSABILIDADE L;FII-FIAgro;;SEM_COBERTURA_BASE2;5c91f93c-c08f-44cb-89f6-907afd87176e
BRSTNCLTN8J8;;ISIN;LTN;RF - Prefixado;;SEM_COBERTURA_BASE2;933595dc-ad13-4997-8587-d70a8569ffac
17899612000160;;CNPJ;MAG CASH FIRF LP;Multimercado;;SEM_COBERTURA_BASE2;03c855aa-30ba-4db1-821b-ab62806826b2
63441263000156;;CNPJ;MANATÍ RENDA IMOBILIÁRIA FII RL;FII-FIAgro;;SEM_COBERTURA_BASE2;a94e3ab9-bf7d-4ee8-b0a8-04e7c309cba8
08610270000126;;CNPJ;MAPFRE FIRF;Multimercado;;SEM_COBERTURA_BASE2;300e12de-1ab5-4e2c-b3d8-030b2f101d3d
19392834000118;;CNPJ;MCA CrPr FICFIDC;Multimercado;;SEM_COBERTURA_BASE2;cb5d67f3-5517-447f-9b94-f4f04b76ea90
23711364000185;;CNPJ;MCA II FICFIDC;Multimercado;;SEM_COBERTURA_BASE2;8d8f9916-711b-4956-9753-51b1b5081bc7
BRMILSACNOR2;;ISIN;MILLS       ON      NM;Renda Variável;;SEM_COBERTURA_BASE2;47ad908c-e3cf-4c90-8bb1-beb15809a740
51192125000100;;CNPJ;MORE CRED IMOB FII;FII-FIAgro;;SEM_COBERTURA_BASE2;84a183ef-52ea-44db-b93d-372a83f111a8
BRMOTVACNOR7;;ISIN;MOTIVA SA   ON      NM;Renda Variável;;SEM_COBERTURA_BASE2;d8a91cd4-1127-4ca8-bd1a-04b16e535545
10237439000196;;CNPJ;Matera RC Hedge FIM;Multimercado;;SEM_COBERTURA_BASE2;15aff99b-ba28-451b-97d3-5d5e2ccab1ec
38226673000137;;CNPJ;Menestys I FICFIM CrPr;Multimercado;;SEM_COBERTURA_BASE2;0e280e53-242e-4814-9c12-507d983ee8ac
32388135000162;;CNPJ;Multiplica Multiagro FIDC - Senior;Multimercado;;SEM_COBERTURA_BASE2;d294eaaf-2d52-477d-a914-e78ad8959d3d
NTN-B-2055-05-15;;TICKER;NTN-B COM JUROS SEMESTRAL;RF - Inflação;;SEM_COBERTURA_BASE2;8266dc73-d577-4a77-9d86-edef6a6ba81d
BRSTNCNTB674;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;69811d1b-ab2f-4a01-86a8-c3fe7190d7f5
BRSTNCNTB682;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;51dbb58b-48c4-4838-9da8-43c5f04c8ece
BRSTNCNTB4U6;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;c65cee2c-a44e-427e-87ea-3b772da35e83
BRSTNCNTB4Q4;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;2114d4b4-c14e-4da9-989c-d5d9c94c10e7
BRSTNCNTB0O7;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;e0754f12-32af-4c10-9b6e-42c2bdb00913
BRSTNCNTB716;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;40013e4b-a04c-4f72-bd7b-87b51a790bbf
BRSTNCNTB3D4;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;df897054-40de-4616-810c-9f1474b0c9e7
BRSTNCNTB690;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;0b12a149-f85c-451b-9917-39303fed8574
BRSTNCNTB3C6;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;3a43fbad-c324-4d70-9541-e1ee5bc58c95
BRSTNCNTB0A6;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;69128083-ca3a-4ef3-b607-4336b6e151f8
BRSTNCNTB4X0;;ISIN;NTNB;RF - Inflação;;SEM_COBERTURA_BASE2;3730bbae-00d1-4cec-ad9f-36b86e0dfc94
BRSTNCNTF2K7;;ISIN;NTNF;RF - Prefixado;;SEM_COBERTURA_BASE2;9f589845-386a-4254-923a-d48cd06b0aca
BRHYBRCTF005;;ISIN;NUIBOXXBRLHYF11;Renda Variável;;SEM_COBERTURA_BASE2;f6dfaab7-7390-4820-9a3e-f6de2934446f
CSANF370;;TICKER;Opção Call - CSANF370;Alternativos;;SEM_COBERTURA_BASE2;0b76a573-bebe-4f8e-b042-bb7e3b4c285a
QUALG174;;TICKER;Opção Call - QUALG174;Alternativos;;SEM_COBERTURA_BASE2;c64b9418-cb7a-4609-b1e8-713b16504df2
